review,sentiment
 Location and area were wonderful 5 min walk from the tube ,POSITIVE
 The front desk staff were extremely helpful and friendly It was my husband s birthday and they left a box of chocolates and a bottle of wine in the room together with a card this was much appreciated The beds were really comfortable and both the room and the bathroom were very clean The hotel was less than a five minute walk to the Earls Court underground station which was convenient and in spite of being in such a central location it was very quiet Overall we would recommend this hotel ,NEGATIVE
 Booked a superior room but was allocated a club room no explanation given,NEGATIVE
 I would have expected a bottle of water in our room I found that rather disappointing No robes for the pool in our room or at the pool itself,NEGATIVE
 Location ,POSITIVE
 Breakfast area to small to the number of guests Panic to Get a table Noisy and over crowded Breakfast was little boring NOT for 4 hotel ,NEGATIVE
 Room very comfortable slept very well even though room was a little too warm but did enjoy our stay and would stay again ,POSITIVE
 The Gym location ,POSITIVE
 breakfast quality of continental on offer and took forever to get coffee not ideal when you have limited time on business,NEGATIVE
 Great location and love the ferry back and forth to Canary Wharf Our room was fantastic with a view of Canary Wharf in the evening We had a free upgrade on our arrival too Beds and really comfortable room was a great size all clean and tidy Fantastic time ,POSITIVE
 There was a mix up with room service breakfast on our last day but I found the hotel staff very quick to offer apologies and do their best to make up for the error ,NEGATIVE
 Luxury rooms with great air con and flexible lighting Really friendly staff too ,POSITIVE
 Location of the hotel Breakfast ,POSITIVE
 The room was very cramped no place to open a suitcase ,NEGATIVE
 Decor very beige and needing refurb,NEGATIVE
 Expensive for what you get the shower didn t drain at all and I called the front desk but no one fixed it Also called for a bathrobe and that took too long so I cancelled it needs serious improvement on service Significantly better places if you pay a bit more ,NEGATIVE
 Brilliant hotel from top to bottom everything was class about it from the staffs to facility ,POSITIVE
 Everything ,POSITIVE
 The location is pretty good Relatively close to train station and in the newest neighborhood so the area is clean and easy to walk around find shops and food if desired ,POSITIVE
 It was so far ftom everything Cabs cost a fortune to get anywhere ,NEGATIVE
 Buffet breakfast was unpleasant bacon overdone not great value for money,NEGATIVE
 Great room Helpful staff Central location Highly recommend it ,POSITIVE
 Room was rather noisy with early morning deliveries,NEGATIVE
 Great hotel Train just 2 min walk away which links you to everywhere Massive rooms Plenty of choice in breakfast,POSITIVE
 Good location,POSITIVE
 One of the rooms did not have a bath tub other two did paid the same for all three ,NEGATIVE
 Scrambled eggs very good Excellent power shower ,POSITIVE
 Aircon wasn t working ,NEGATIVE
 The only downsides to the Hotel are its location Situated a 20 minute walk or 5 minute bus ride away from Comasina Metro station on the very end of the yellow line The nearest shop is also a bus ride away and for some unknown reason to the front left and right of the hotel and actually sharing the same grounds are two very badly derelict old hotels kinda makes you remember seeing war torn Sarajevo on the news in the the 90s I m not sure why they are there but they ve both been completely stripped back to the concrete but it looks like there are no current plans to demolish them The only grumble we had was with the barman the drinks are very pricey not his fault but he was rather rude and a little disinterested to serve us and although clearly we were stood waiting he went to serve people who had walked up to the bar that second He was also rude to several other customers and walked off to serve other people whilst they were trying to order food ,NEGATIVE
 Nothing,NEGATIVE
 Bed mattress was very hard lumpy due to the springs coming through and old Bathroom could have been cleaner also appears very tired soap holder was coming off the wall Only had one bath towel between us but 3 hand towels ,NEGATIVE
 The phones in the room didn t work and the night time food offerings were not great If you have any mobility issues ask for an accessible room getting in and out of the tub is dangerous for anyone who is not in very good shape ,NEGATIVE
 The room is quit small,NEGATIVE
 Everything from the warm welcome we got at reception a little gift on arrival of warm cookies and a bottle or called water great way to say hello hotel is absolutely beautiful and the staff are great too the room was amazing lovely view of the river and loved the complimentary boat for the river crossing would 100 stay here again,POSITIVE
 Very old tired inside needs a complete overhaul but keeping the old style of it as really is well worth keeping ,POSITIVE
 Good location friendly staff,POSITIVE
 Minibar More equipped,POSITIVE
 Breakfast,POSITIVE
 there is nothing negative to report,POSITIVE
 The entire stay was wonderful It s a little far from Milan city center but the train station next door made it very simple The Breakfast was probably one of the best I have ever had at a hotel Plenty of selections I felt extra safe especially with the parking due to the fact that there was a guard always there Definitely recommend ,POSITIVE
 The fact that you have to pay for parking and the car park wasn t clean and we ll presented ,NEGATIVE
 Great breakfasts friendly and helpful staff ,POSITIVE
 Comfy bed upgraded room as it was my partners birthday,POSITIVE
 The price ,POSITIVE
 very calm,NEGATIVE
 Bar area was relaxing,POSITIVE
 Upgraded room excellent breakfast superb staff it was all done well,POSITIVE
 The first room had no heating the second room did but u couldn t turn the heating up so the room was still freezing U can hear the lift buzzer going constantly and room was very small and the bathroom was tiny ,NEGATIVE
 The spa and services,POSITIVE
 We forgot a bag in the room and just 20 min after we came back to ask for it the man at the front desk immediately said no sorry there is nothing without even check After some minutes he just lift the speaker and pretend he was speaking with someone just to make us go such a shame after a nice stay ,NEGATIVE
 This room was not worth 200 night I believe that the Premier Inn adjacent to this hotel would have offered a more comfortable room with better bathroom facilities The amount of space around the bed offered little chance of decent movement around the room The wardrobe was inadequate in size to offer enough clothing storage space for 2 room guests The bathroom sliding glass door could only be fully closed using great force is liable to break should a strong young man use such force In this case it could result in that person sustaining injury I would suggest that you use this tiny room as a storeroom ,NEGATIVE
 Staff,POSITIVE
 Comfort cleanliness of room Ideal location for our needs re planned visits ,POSITIVE
 Room with tablet control is amazing and spa facilities are lovely,POSITIVE
 Breakfast we only received great coffee when we asked for strong coffee it seems that they only have one strength weak unless you ask for a espresso breakfast was great dinner the previous night was so slow ,NEGATIVE
 Bar could be better didn t stock a lot of drinks,NEGATIVE
 We were told over the phone that the pool closed at 18 00 so we didn t take out swimming things When we got there the sign said it didn t close until 22 00 Also after having a bath in the room the plug wouldn t work so we couldn t empty the bath water ,NEGATIVE
 we agreed to have a connecting room but because there was a connecting door there was no verbal privacy which was embarassing,NEGATIVE
 nothing,NEGATIVE
 Location and breakfast Gin palace good too ,POSITIVE
 A beautiful hotel with wonderful staff excellent facilities and flawless service The room was incredibly well equipped and maintained to nothing less than an immaculate standard I will certainly be staying here again ,POSITIVE
 Begining to look a little tired in the rooms eg chair needed reupholstering and extractor fan in bathroom didnt work,NEGATIVE
 Value and location were excellent,POSITIVE
 Very busy at breakfast,NEGATIVE
 The size of the bed was really good ,POSITIVE
 Food was all totally perfect fresh tasty not being sitting around drying out or overcooked We were all most impressed we had all just come back from trips to France Scandinavia Denmark and Copenhagen This hotel far exceeded our expectations the staff are really attentive and on the ball ,POSITIVE
 Friendly reception staff Lovely hotel Very clean Good location,POSITIVE
 Breakfast is amazing ,POSITIVE
 Very poor experience on check in Rooms were ridiculously small Overall customer service was lacking ,NEGATIVE
 Bed was comfortable and room was clean Price was fair and location was good ,POSITIVE
 It could just a bit cleaner even though it was very clean I would like to also have slippers with the rest of the toiletrys ,NEGATIVE
 Very friendly staff at desk concierge etc Quite accomdating at bill paying Overall they are doing it right Also the property was elegant and in a great location for our daily agenda We would easily stay here again ,POSITIVE
 The room and staff,POSITIVE
 Lovely bedding,POSITIVE
 Loved the location and design of the hotel it was super clean and comfortable The bathroom was really nice as well The view on Big Ben is priceless and the bed was a dream ,POSITIVE
 Room rather small,NEGATIVE
 Best bed a real king size and it was very comfortable ,POSITIVE
 Concierge was great ,POSITIVE
 bed,NEGATIVE
 Shower was a a bit under powered Tea coffee tray in room only had enough coffee for a cup each but loads of tea I don t like tea ,NEGATIVE
 Relax area with pool was the great nice and helpful staff awesome location close to the Circle Line comfy beds ,POSITIVE
 Nothing ,NEGATIVE
 Got rebooked frmo Grand Royale to one of the lesser hotels ,NEGATIVE
 We enjoyed the shampoo conditioner lotion etc Great products ,POSITIVE
 Staff letting themselves into the room at 8am when we was asleep Check out is 11am so no need for them to enter before then ,POSITIVE
 Nothing very busy hotel only to be expected,NEGATIVE
 Little slow at keeping the breakfast buffet items filled up Paying for wifi Very squeaky bed ,NEGATIVE
 The reception staff were very relaxed cheerful highly efficient and made my daughter and myself feel happy and at home immediately it really makes a difference Everything was great about the hotel but it is the staff in particular that make this hotel stand out ,POSITIVE
 Location And cozy room,POSITIVE
 The stairs There were too many and not enough lift access ,NEGATIVE
 Excellent location friendly staff ,POSITIVE
 Late for any request response ,NEGATIVE
 I couldn t sleep in the hotel as the heater made so much noise When I switched it off it was too cold so couldn t win ,NEGATIVE
 I was very lucky to have been upgraded to an executive lounge as it was my birthday I absolutely love the interior very suave The bed was indeed comfortable and all room facilities of good use I think the bathroom was my favourite with the huge mirrors and marble surfacing Staff were always willing to help and answer any queries Thank you ,POSITIVE
 Smiling staff at the front desk Place is a Little run down in need of a paint job Lifts were useless,NEGATIVE
 Superb breakfast ,POSITIVE
 The staff were all wonderful and the hotel very efficient and attractively decorated We didn t eat there so can t comment on the breakfast Great bath ,POSITIVE
 Location and staff,POSITIVE
 The room was nice and quiet the bed was comfortable,POSITIVE
 the breakfast that we had included was all cold so breakfast wasn t appetising at all,NEGATIVE
 Lovely Staff cleanliness bed location and great entrance and reception and comfort of public areas,POSITIVE
 The breakfasts are the best I ve had Location was handy for tubes Quiet and clean room I would stay there again ,POSITIVE
 Staff was very rude,NEGATIVE
 Non smoking room stank of smoke Overall decor was in desperate need of updating Bed was like a rock little better than sleeping on the floor Bar staff were miserable Bar was understaffed which lead to long delays getting a drink,NEGATIVE
 The staff is excellent as well as the service very gentle people and very helpful Very clean the room and so comfortable Ricardo,POSITIVE
 Good location Facilities good ,POSITIVE
 The weather wasnt great,POSITIVE
 Location is good for the office,POSITIVE
 All good,POSITIVE
 Room was very warm and air conditions a bit loud,POSITIVE
 The staff were great,POSITIVE
 Close to underground and bus services Excellent breakfast Near good food restaurants ,POSITIVE
 My wife and I have been staying at this hotel every year for the past 10 years That should speak for itself how we rate this establishment It s great ,POSITIVE
 Maybe slightly overpriced if you don t make use of the facilities available ,NEGATIVE
 The room was to small and the bed wasn t conforteble The window was bringing cold air and the heating sistem wasn t working at all The hand basic was blocked ect,NEGATIVE
 The hotel is excellent all the hotel,POSITIVE
 Such a brilliant location for Wembley unbelievable rooftop bar overlooking the stadium I would book this hotel every time I visited the stadium ,POSITIVE
 everything are perfect,POSITIVE
 room was spacious location is excellent room service very good and fast I had a really good sirloin steak Breakfast is good,POSITIVE
 Very high tech and modern staff were very frindly and helpful just think its a bit pricey for what you get ,POSITIVE
 bed was comfy swimming pool was lovely too,POSITIVE
 Room wasn t great and did like that I had to go on the boat to get the tube all the time,NEGATIVE
 Really nice and comfortable,POSITIVE
 Only thing at fault was beds slightly to hard but only through personal preference,NEGATIVE
 Food good although expensive for what it was Foyer impressive and location right next to Tube excellent,POSITIVE
 Room was like shoe box with tiny window in the corner No decor on the walls no info about the hotel in the rooms Hughe cost for wifi considering other great hotels we ve stayed Noticed hotels staff staring at us quite unfriendly Had trouble understanding two of the men receptionist their accents were quite strong Would have loved a bath instead of tiny shower room It was our anniversary after all ,NEGATIVE
 Extremely close to the city not isolated from any shops restaurants friendly staff comfy bed and nice shower,POSITIVE
 Bedding was great breakfast was top notch staff were freindly overall a fine stay ,POSITIVE
 Junior suite was spacious for a young family and clean location was good lovely hotel with excellent staff food in restaurant was lovely ,POSITIVE
 Modern clean room,POSITIVE
 Location was quite far off from Paddington station The map indicated where the main lobby is but the room was in another building a few blocks away ,NEGATIVE
 Fire alarm going off at 6 am 5 times ,NEGATIVE
 Old hotel needs some renovations ,NEGATIVE
 The bed was comfortable and the room was clean The location is perfect for a visit in london for both business and leisure,POSITIVE
 Centrally located only 2 minutes from Covent Garden and the Theatre,POSITIVE
 Super hotel ,POSITIVE
 The room was situated next to the hotel function room on the Saturday evening the music was going until 11pm not ideal with a five year old daughter ,NEGATIVE
 Friendly staff great breakfast modern rooms great bed,POSITIVE
 My view was just awesome Really clean and very Great service ,POSITIVE
 Breakfast was nice good area ,POSITIVE
 Location fabulous price outstanding considering location great service,POSITIVE
 The bed was too soft I prefer harder mattress ,NEGATIVE
 Great location with close transport links comfortable and well presented room helpful friendly staff,POSITIVE
 Nothing,NEGATIVE
 One elevator out of order so long waiting at times bed was way too soft wasn t able to regulate room temperature so it was very warm at times ,NEGATIVE
 Arrongant personnel at Concierge that do not know to treat guests,NEGATIVE
 The room was small and cold with a terrible view out of the window and wooden curtains,NEGATIVE
 Nothing,NEGATIVE
 shower head faulty and came off gushing water everywhere but was able to fix myself,NEGATIVE
 The room was clean and comfortable good ambience,POSITIVE
 Bedrooms are too differents there are bedrooms underground with almost no windows there are big bedrooms whith big windows and beds and very small bedrooms with very small beds my feet were out of the bed The cleanliness was not enough ,NEGATIVE
 Cost of Breakfast Tap on kitchen sink not secured Quality of the work done on the room not very gtood,NEGATIVE
 I liked the court yard garden,POSITIVE
 nothing,NEGATIVE
 Telephoned housekeeping and asked for ice as we had champagne I was asked if small or large bucket and was told it would be sent up to our room asap One hour later it hadn t arrived so i rang again and was told it would be sent up After possibly another hour or so and we rang again The lady we spoke to who said she was from housekeeping was extremely rude denied the request had been made and that was that We never got the ice nor any other contact from housekeeping Not the treatment you would expect from this standard and priced hotel Shame that this let them down ,NEGATIVE
 Bed was comfy and shower was lovely and powerful,POSITIVE
 bed lovely also breakfast was great,POSITIVE
 Bathroom toiletries close proximity to tube DLR ,NEGATIVE
 Very smart and comfortable hotel for price we paid 150 ,POSITIVE
 Generally we enjoyed our stay The breakfast had good choice and well stocked though the tea and coffee were both poor quality not a great cuppa and really should get that right Rooms are nice and very clean but also very small Not a huge issue as you tend to be out and about ,POSITIVE
 Decor a bit dated,NEGATIVE
 The staff were kind polite very helpful and you could have a joke with them too We received a room upgrade upon check in The room was fabulous The hotel was clean and well presented We loved it and would definitely stay again and recommend to others ,POSITIVE
 Check in was a bit slow but that s really the only thing that wasn t perfect ,NEGATIVE
 Location facilities excellent staff and food Everything catered for Good leisure facilities ,POSITIVE
 good front desk service,POSITIVE
 Room a little small Room service a little slow,NEGATIVE
 The booking greeting staff were professional helpful and pleasant The staff in the restaurant were cheerful hard working and quick to bring the coffee when asked The room was spacious clean modern and beds were super comfy ,POSITIVE
 Location and style of hotel,POSITIVE
 Very friendly and helpful staff Their chocolate cookie is amazing good drinks Very convenient location,POSITIVE
 Location was ideal for our theatre trip plenty of pubs and restaurants nearby if you didn t want to eat in the hotel Hotel and rooms were spotless comfortable and relaxing and there was free wi fi throughout the hotel ,POSITIVE
 Nos cobraron por un upgrade que no era tal ,NEGATIVE
 A bit big and impersonal,NEGATIVE
 I liked that you got compilmentary ferry passes to cross the Thames I liked the Costa coffee in house down stairs ,POSITIVE
 Location,POSITIVE
 The Wifi policy was confusing inconsistent and otherwise incorrect with written and verbal communications We found a silverfish on the bed The soundproofing of the walls could here the neighbours talking and windows trains were unacceptable ,NEGATIVE
 Our room was upgraded as it was a special occasion free of charge,POSITIVE
 The car parking was abit fussy and the charge times were odd 6pm until 9am but then it was 3 over that time either way,NEGATIVE
 Bed wasn t very comfortable,NEGATIVE
 everthing,POSITIVE
 There is nothing that I did not like about the hotel ,NEGATIVE
 The hotel is near to Canary Wharf The room where I stayed was comfortable ,POSITIVE
 Paid for an upgrade for a club room wasn t that impressed would hate to think what the standard room is like ,NEGATIVE
 Rooms a bit small and dated In room facilities were OK though ,POSITIVE
 Stunning architecture and modern high tech facilities Helpful and polite concierge and front of house staff ,POSITIVE
 Reception staff could have been more efficient our bill was incorrect and not pleased to have to rectify Bar ignored by bar staff expensive and not all items available,NEGATIVE
 Good selection of food and drink within the hotel,POSITIVE
 I asked if I could have my room early and it was ready which was very much appreciated,POSITIVE
 Communication could be better the hotel should have had a record of all correspondence between myself and the hotel and therefore checking in took longer than needed because I had to find an email detailing previous communication However the trainee was very pleasant as was her senior colleague ,NEGATIVE
 My room smelt bad so had to move rooms Quite dated and no air conditioning and there was a heat wave in London ,NEGATIVE
 Location and cleaning and shower,POSITIVE
 The lack of detail to minor things for example grubby sofa stains in bed no iron Some bathroom facilities were broken or hanging off ,NEGATIVE
 There were people in the front bar that were noisy during the night ,NEGATIVE
 On arrival the member of staff tried to continuously sell us extras Breakfast is way too overpriced when there s a Wetherspoons around the corner which does it got 4 59 I didn t have the hotel breakfast There always seemed to be a queue for the breakfast too Sky Lounge prices were extortionate 27 for two drinks ,NEGATIVE
 Reception staff,POSITIVE
 We did experience some difficulty with the staff understanding what we were asking for particularly in the roof top bar and some staff were a little short I would recommend paying for bed and breakfast as the breakfast is excellent and there is a wide range of choice ,POSITIVE
 Nothing,NEGATIVE
 Reception queue was slow Reception staff untidy and we queued a 2nd time for nothing after being given wrong information regarding checking in our luggage early ,NEGATIVE
 Locality to where I needed to be,NEGATIVE
 The room was cold at the window Had to pull a curtain between the bed area and the sitting area There was no heating in that area Would not stay in this room again,NEGATIVE
 Very restricted in room especially at base of bed to access opposite side of bed and shower tight access getting in out,NEGATIVE
 Bed too small,NEGATIVE
 Huge comfortable bed lovely pillows,POSITIVE
 Checked in it was fine requested two beds only got one but we were okay with that Later that evening found out that our room had no A C was broken and lights didn t work Staff came up apologized and said they would move us to a room with two beds Odd they didn t bring up anything to help transport our bags from the 6th to the 4th floor it was 11 30pm Gave us keys to our new room went to the room opened the door and THE ROOM WAS OCCUPIED BY A SLEEPING MAN Management never apologized but moved us to another room Key didn t work they gave him the wrong room At this point we were so hot and annoyed The final night the fire alarm went off at 2am for 15 minutes no explanation was given Wont ever go back kinda a bad way to finish our 12 day vacation through Europe ,NEGATIVE
 Great position short walk from Covent Garden and the river 5 mins from Trafalgar Square Very clean modern rooms reasonable size and bright Breakfast ok but not spectacular very busy at weekends so bit of a queue for check in ,POSITIVE
 The porters did not help with my cases They watched me struggle I put the kettle on in the room and it leaked everywhere Very dangerous Had to ring reception 7 times in one night to reset the TV for it to work You pay to use the gym and spa but you cannot lie in the beds round the pool as they are reserved for clients having massages I like to lie and relax with a book after spa The room got very cold quickly Could not get the Internet to work They gave us different codes after complaining several times Do I need go on ,NEGATIVE
 Room was clean comfortable and quiet and the breakfasts were very good,POSITIVE
 Room quite small could nt make water empty from bath tiny bathroom ,NEGATIVE
 There were 4 elevators in the hotel but still you had to wait a very long time And many times the elevator was too crowded so you had to wait for the next one It would also work better if the hotel would have a separate elevator to the skylounge for non hotel guests ,NEGATIVE
 Location staff were helpful Clean quiet comfortable rooms good size,POSITIVE
 Lack of comfortable seating in lounge area,NEGATIVE
 All was been perfect very nice hotel bar lifts is large we been with baby pram it s been very comfortable for us Our family love this hotel ,POSITIVE
 The view from the room was less than inspiring but if you don t expect to spend hours in your room staring longingly out the window this won t matter We knew the location when booking so spending a fair bit of time on the Tube to go anywhere did not come as a surprise ,NEGATIVE
 in room for 3 in our friends room the third bed opened sofa was very hard and impossible to sleep on,NEGATIVE
 lower cost hotel in Covent Garden area it was clean well maintained and based on value for money for the area an excellent choice The room had a single bed which was fine for solo traveler I was asked if I preferred shower or bath at check in ,POSITIVE
 Location,POSITIVE
 The location was phenomenal The accommodations were amazing as well ,POSITIVE
 The birthday cake ,POSITIVE
 Bar area like a railway station No atmosphere,NEGATIVE
 Friendly staff great location,POSITIVE
 The sheet was dirty not cleam,NEGATIVE
 Comfortable bed Very quiet room Excellent location Having both a shower and a bath separately ,POSITIVE
 Staff were not cooperative and didn t keep the promise made to us and then tried to kid us we had been given an upgrade when I was given exactly what it was I had booked originally Have stayed a few times before but never again,NEGATIVE
 The room is small and there s no elevator to the 8th floor ,NEGATIVE
 ordered and Paid for a large wine and was given a small one bar busy could have been an error and didn t was to cause a scene,NEGATIVE
 Hotel decor very dated ,NEGATIVE
 Having to leave,NEGATIVE
 Clean modern good location helpful staff,POSITIVE
 The food,POSITIVE
 Location and excellent value for money,POSITIVE
 Location the view from room,POSITIVE
 Really small rooms,NEGATIVE
 The bef,NEGATIVE
 wifi connectivity in the lounge restaurants is very poor,NEGATIVE
 bed extremely comfortable quiet room,POSITIVE
 Staff courteous ,POSITIVE
 Everything,POSITIVE
 Toast should be at table Key card in lifts unnecessary ,NEGATIVE
 I found the staff on the reception desk quite abrupt at times only giving the information they were asked to provide and going no further Room service didn t cope with two of our orders and a breakfast came without jam or fruit and no refund was offered Basically coffee and a croissant with five pieces of butter for 14 50 plus an extra 5 for the room service In the spa the in spa shower was burning people as the cold tap didn t work the restaurants were closing a good half hour on Friday and Saturday nights before they were advertised to take last orders This left one basic restaurant open which was not delivering 4 star food options Overall the staff seemed demoralised and unhappy and I wouldn t be surprised if there is a serious management issue underlining the problems at this hotel It should be a lovely place ,NEGATIVE
 The bed was not comfy the room cleaners woke me up The bar does not sell good old British pints of beer Only expensive bottle beer at this hotel How can you have a London Hotel not selling British pints of beer ,NEGATIVE
 Very nice stay will be back ,POSITIVE
 Exterior presentation was good,POSITIVE
 One day I have breakfast they clean the room and the leave the breakfast until night,NEGATIVE
 The concierge wasn t very helpful when trying to book theatre tickets he said there were no tickets to the show we wanted we later booked tickets online to the exact same show ,NEGATIVE
 Just like being in an airport hotel with lots of people milling about with luggage ,NEGATIVE
 No elevator going to the basement but I really didn t mind walking up and down ,NEGATIVE
 Room too small ,NEGATIVE
 The quality of the room and the location plus friendly staff made it a great stay ,POSITIVE
 Friendly staff great location,POSITIVE
 The room was in a different building ,POSITIVE
 Booked through Booking com won t ever do that again they really are bad only booked me one night but the hotel staff sorted things,NEGATIVE
 The concierge was pleasant helpful and all that you would expect from a hotel such as this I would highly recommend They even upgraded my room ,POSITIVE
 very short walk to river boat up river to city attractions,POSITIVE
 Water not hot enough for a bath Revolving front door triggers automatically as you approach in a way that turns an open door into a closed position disabling the option of walking smoothly in Tech is great but it has to make things easier not harder Similarly for the light switches Breakfast too expensive to contemplate ,NEGATIVE
 It was all we could have wanted and more the room was fantastic and equipped with anything we wished to make our stay more comfortable The beds were v comfy and the bathroom stocked with lovely toiletries Even ice machines on each floor were provided which was very welcome in the heat of London A home from home would recommend ,POSITIVE
 Overly hot inside the rooms,NEGATIVE
 The views and the breakfast was faultless ,NEGATIVE
 location,POSITIVE
 The rooms were very small,NEGATIVE
 The cleaning of the room The surfaces were not cleaned properly but it was satisfactory ,POSITIVE
 No parking facilities was a real issue Especially considering the price to stay ,NEGATIVE
 Everything there is nothing to dislike fantastic hotel,POSITIVE
 Wine too expensive Noisy air conditioning as it was warm in the night could not turn on ,NEGATIVE
 Everything ,POSITIVE
 Excellent value for money Huge room Free tea and coffee facilities in room Quick check in and out,POSITIVE
 Superior double for 2 Couldn t swing a cat Couldn t even get dressed without hitting the wall with an elbow Quilt just reached edge to edge Would have been a fight for two ,NEGATIVE
 Nothing,NEGATIVE
 Excellent location for Wimbledon,POSITIVE
 Oscar from Reception was very helpful and friendly Thank you Oscar Regards Ahmed Kasem,POSITIVE
 Split level room with bathroom downstairs ,POSITIVE
 There was nothing to dislike ,POSITIVE
 Bar prices very expensive,NEGATIVE
 Very nice hotel conveniently located for the underground Rooms very modern and spotlessly clean Staff friendly and helpful ,POSITIVE
 Good location ,POSITIVE
 You re always my hotel of choice You re staff are incredible and recently you ve been giving me wonderful upgrades I always recommend you and when work ask me if I have a preference of accommodation you re my first pick I ve been staying with you for years so thank you,POSITIVE
 Nearly charged twice for both rooms luckily we checked before leaving and didn t do express checkout There was a dubious smell outside both our rooms as though someone had been smoking weedy puff One of our rooms was a lot larger than the other even though we booked two of the same,NEGATIVE
 The staff were excellent Service was amazing Location is tip top Amenities were provided This will definitely be my choice the next time I come and visit London again ,POSITIVE
 The staff were very friendly and did everything possible to help The hotel is clean and the rooms spacious and beautifully decorated The location is ideal although it is out of central London there is a station close by with regular services ,POSITIVE
 Prosecco on arrival The staff were friendly and helpful Feel completely shut off from outside world Lovely clean and modern room Big swimming pool Jacuzzi sauna and steam room are a bonus ,POSITIVE
 The central location and easy access to public transport links Good choice at breakfast ,POSITIVE
 Rooms very small only for sleep,NEGATIVE
 front desk staff were fantastic I have stayed at this hotel several times and the front of house staff were always kind and helpful and made my stay especially when I was staying alone ,POSITIVE
 Our cosy room was a little too cosy,NEGATIVE
 Location was spectacular Big Ben and Houses of Parliament viewable from the front entrance What a sight on a sunny London morning Breakfast was busy but good queueing system to get people in and out quickly 5 min walk to Waterloo train station London Eye was close too Concierge was super helpful to find place to purchase forgotten items Beds were comfortable ,NEGATIVE
 Very nice staff excellent location very comfortable room with all amenities,POSITIVE
 Booked a club room and was very satisfied with the room comfort etc ,POSITIVE
 All of the above mentioned ,POSITIVE
 Restaurant service left a bit to be desired,NEGATIVE
 Take more pride in the hotel by having nice clean rooms ,POSITIVE
 bed sheets were crisp and clean staff friendly,POSITIVE
 Room rather small,NEGATIVE
 Service from staff was excellent The room was extremely comfortable and a great shower too Fantastic value for money in a central part of London Always try to stay here when on business ,POSITIVE
 We were in the suites across the road and in the basement room 555 so views were non existent Other than that it was great ,POSITIVE
 Nothing we didn t like about this hotel ,NEGATIVE
 Room service times ,POSITIVE
 the lights in the room were very confusing high tech but difficult to get right,NEGATIVE
 No heating,NEGATIVE
 The Club breakfast disappointed from the attitude of the staff through to the food ,NEGATIVE
 Everything,POSITIVE
 Loved being back in London as an expat living abroad,POSITIVE
 Although the room was a little small it had absolutely everything you could need the staff were extremely helpful and the location was excellent,POSITIVE
 room rather snug,NEGATIVE
 the location was very good near the tube station and you could find good places to eat breakfast Lunch and Dinner,POSITIVE
 Very convenient and a little away from crowds and noise But on all bus and travel convieniaces excellent Away from the smog of London Central so all good ,POSITIVE
 Too many children in the pool making it noisy rather than relaxing,NEGATIVE
 All was a great standard even the inclusive breakfast Smashing place,POSITIVE
 We waited 40 minutes after arrival time because room was not ready Eventually upgraded us The room was ok Worse London hotel we have stayed in so would not recommend ,NEGATIVE
 room very cold on first night and broken air conditioning Moved rooms on second night and got woke up at 7 45 on sunday morning by chambermaids talking very loudly outside our door,NEGATIVE
 The bed,POSITIVE
 The hotel is being renovated so there is some construction The bed was too soft and the street noise can be heard There was no elevator to my room floor not sure if there was one at all to the other floors ,NEGATIVE
 Location ,POSITIVE
 The location Walking distance to everything Near bus stop underground waterloo brigde overlooking the london attractio and covent garden is walking distance only Facilities is standard Big bed ,NEGATIVE
 Hotel needs updating Didn t enjoy the breakfast ,NEGATIVE
 Staff not very Knowledgeable didn t know best way to get to O2 Disappointed to be charged for another hours parking when we were 15mins late getting back L,NEGATIVE
 Location is a little far from center and area around is not exactly fantastic bur for une night stay it was pretty ok,NEGATIVE
 It was nice and quiet,POSITIVE
 Location is ok ,POSITIVE
 friendly staff comfy rooms food OK,POSITIVE
 Fantastic service friendly staff ,POSITIVE
 The room and view The friendly greet at reception The complimentary bottle of wine and hand signed bday card for my misses The fact that the room had a great view really made our weekend I can t thank the lovely lady on reception ebough Genuinely freindly and profesional ,POSITIVE
 You would feel like staying in colonial days with that retro feel,POSITIVE
 Bed and room was great also the staff and food ,POSITIVE
 clean rooms,POSITIVE
 ITS TOO COMMERCIAL FEELS LIKE I AM STAYING IN A MALL THE BREAKFAST WAS TOO CROWDED,NEGATIVE
 our room was at athe darkness bacyard structural framework everywhere and very noisy from early in the morning in fact I would pleased a street side room during the booking crowded hotel ,NEGATIVE
 As family room not available we were upgraded which was a very good gesture Nd thoroughly enjoyed ,POSITIVE
 Little obvious accommodation difference for the upgrade to Executive Room,NEGATIVE
 There were three of us and we were assured the sofa bed would be made up in the evening We got back to our room at 2 30am and the bed hadn t been made up Not what we needed when we were tired Check in line was ridiculously long and the man who checked us in was very confusing explaining things ,NEGATIVE
 Comfy bed tea and coffee in room,POSITIVE
 The breakfast was the best I ve had in a hotel Scrambled egg to die for Such a wide and good selection of foods to set you up for a day in London Room was clean with all the things you need for a weekend ,POSITIVE
 Breakfast,POSITIVE
 Very good location Very good breakfast Specially service from Alicia,POSITIVE
 Friendly staff at reception ,POSITIVE
 Nothing springs to mind bar not knowing if the tap in the bathroom is safe to drink drinking water ,NEGATIVE
 Room smelt and was small,NEGATIVE
 nothing,NEGATIVE
 the room was close to the elevator and the noise disturbed us the whole time we were in the room,NEGATIVE
 The afternoon tea at the hotel wasn t good at all this was an additional cost to the stay and was not booked through booking com,NEGATIVE
