review,sentiment,query_id,review_text,matched_variable_id,distance,matched_variable_description
 No tea and coffee in room bathroom a bit small for the money these are basic requirements,NEGATIVE,4607,,,,
 The hotel its self was beautiful and had everything we could want The breakfast restaurant was extremely busy But on the second morning they opened up a separate suite which was much more relaxed ,POSITIVE,4608,,,,
 location,POSITIVE,4609,,,,
 Nothing poached eggs in executive lounge would have been nice,NEGATIVE,4610,,,,
 Nothing,NEGATIVE,4611,,,,
 Location very efficient staff,POSITIVE,4612,,,,
 location modern hotel clean near shopping area and hyde park,POSITIVE,4613,,,,
 Size of room for Price paid,NEGATIVE,4614, Size of room for Price paid,room_size,0.38513569361096156,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Good breakfast good bed The bathroom was good and shower was great ,POSITIVE,4615,,,,
 Great atmosphere in lobby with piano player Very nice staff ,POSITIVE,4616,,,,
 waiting time at breakfast,NEGATIVE,4617,,,,
 Location and cleaning of the room was excellent Staff were so nice and friendly I have no issues with the hotel and definitely I will be back and enjoy my stay again in the hotel ,POSITIVE,4618,,,,
 Rooms too small superior double or deluxe double wont make any difference,POSITIVE,4619,,,,
 The hotel looks great from outside but the rooms are looking tired now ,NEGATIVE,4620, The hotel looks great from outside but the rooms are looking tired now ,room_size,0.41103904157218973,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 nice and clean bathroom comfy bed,POSITIVE,4621,,,,
 Location very convenient,POSITIVE,4622,,,,
 We paid to upgrade when we arrived at the hotel The breakfast was fantastic as what the afternoon tea drinks and snacks the staff were friendly and customer service was great ,POSITIVE,4623,,,,
 The view of the Thames was nice but it was slightly blocked by the trees outside our window Still very nice and the internal decor is what you would expect for your money The light system is very handy as we would control the lights and heating from our bed ,POSITIVE,4624,,,,
 Stuffy room on hot days in London ,NEGATIVE,4625,,,,
 Beds comfy staff friendly and place was moderns ,POSITIVE,4626,,,,
 I like the location of the hotel and the room size,POSITIVE,4627,,,,
 The Breakfast and accessibility to transport was very good,POSITIVE,4628,,,,
 The bed needs a better mattress The quality was not there for the price of the room that was paid ,NEGATIVE,4629, The bed needs a better mattress The quality was not there for the price of the room that was paid ,price_quality_ratio,0.41928567141684026,The perceived value of the hotel's services and facilities in relation to the price paid.
 Nothing,NEGATIVE,4630,,,,
 Breakfast was OK but for the standard of the hotel the service wasn t great and didn t reflect the rest of the hotel Tea was served from flasks and was slopped into the cups and stewed why not a teapot we are in the UK after all ,NEGATIVE,4631,,,,
 Room was very clean Friendly Staff Great location,POSITIVE,4632,,,,
 Clean tidy everything works properly Excellent location ,POSITIVE,4633,,,,
 The service from the front desk ,POSITIVE,4634,,,,
 The service is not good they where booking us into a club but in the end we where not n the list and ended up with no party at all They handled the service and complain afterwards very poorly The lady from customer service was very unfriendly and unorofeesional I would have fired her in second if it would be my hotel ,NEGATIVE,4635, The service is not good they where booking us into a club but in the end we where not n the list and ended up with no party at all They handled the service and complain afterwards very poorly The lady from customer service was very unfriendly and unorofeesional I would have fired her in second if it would be my hotel ,staff_friendliness,0.4150594017390572,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Heated pool,POSITIVE,4636,,,,
 such a bad experience here at hilton hiltonmetropolelondon we arrived past 5pm ithink they couldnt find our fully paid booking but after all the searching they finally found our room they gave us the card key we went level 9 but unfortunately key wasnt working so i asked my eldest to go down to ask the reception whats happening since my daughter was starting to get frustrated she was so tired my eldest came back with no good news becauss they gave her a new card that is not working again so my cousin went down to talk to them and came back all happy thinking we can finally get inside our room still not working the staff gave us 3 sets of keys already so my cousin went back to the reception again thats when my daughter got realllyyy really mad cryingggg and tried knocking and opening all doors telling us to try the other doors she wanted to get in so bad hotel staff has been telling us maybe we open it in a wrong way or blha blah how can we open it in a wrong way weve been trying all sides of the card it wanst even showing lights lights is not even working but after all the chaos after FREAKINGGGG 30 45min they finally gave us a new room my child has autism she tried her best to stay calm and controlled herself and i was trying to calm her down but ithink it was too much for her neveragain not impress with service even the room and hallway so old and pricey,NEGATIVE,4637,,,,
 Modern clean big spacious room The breakfast was good ,POSITIVE,4638,,,,
 nothing,NEGATIVE,4639,,,,
 Beautiful rooms,POSITIVE,4640,,,,
 Excellent breakfast range convenient to get into the city nice interior good beds,POSITIVE,4641,,,,
 Breakfast was excellent Room was spacious very comfortable beds clean and fantastic views of the river,POSITIVE,4642,,,,
 We were without heating on our room and it took 2 and half hours to get any one to try and come fix it Even though we rang three times ,NEGATIVE,4643,,,,
 Friendly staff,POSITIVE,4644,,,,
 Welcoming and attentive staff great surroundings and location The courtyard area is beautiful ,POSITIVE,4645,,,,
 The room that I was in it was on the ground floor and when the curtains were open everyone would walk past and see inside the room I really didn t like that at all The bathroom was quite small and the floor was freezing in there Also the car park was way too small as it took me such a long time to find a spot and park my car ,NEGATIVE,4646, The room that I was in it was on the ground floor and when the curtains were open everyone would walk past and see inside the room I really didn t like that at all The bathroom was quite small and the floor was freezing in there Also the car park was way too small as it took me such a long time to find a spot and park my car ,room_size,0.42291541363824336,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Everything The bed was comfortable the room number as exquisite perfect for couples Very clean could not fault the hotel Check in and out was very quick hassle free each time was done in 2 mins or less Location was great very close to the underground and lots of pubs and restaurants nearby ,POSITIVE,4647,,,,
 Nothing at all,NEGATIVE,4648,,,,
 Very helpful staff,POSITIVE,4649,,,,
 Nice staff on checkin Great roof top bar A very quiet room Comfortable bed ,POSITIVE,4650,,,,
 Excellent location near Hyde Park between Bayswater and Queensway tube stations Quiet room ,POSITIVE,4651,,,,
 There was no shampoo in the bathroom ,NEGATIVE,4652, There was no shampoo in the bathroom ,room_cleanliness,0.44409023648293533,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Not value for money No draught beers or lagers available at the bar and bottled beverages vastly overpriced ,NEGATIVE,4653,,,,
 The bed was a little small and the pillows hard also the photos online looked nothing like d room we got It was a little misleading,NEGATIVE,4654,,,,
 Bathroom a little tired spores visible Not very clean Otherwise lovely room ,NEGATIVE,4655, Bathroom a little tired spores visible Not very clean Otherwise lovely room ,room_cleanliness,0.3664512532581061,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Friendly staff relaxed atmosphere goof breakfasts,POSITIVE,4656,,,,
 A superb boutique hotel just a couple of minutes from the district line at earls court A great location to get around all the tourist spots of London with a touch of luxury,POSITIVE,4657,,,,
 Front desk staff Location Room upgrade,POSITIVE,4658,,,,
 The food was good especially room service,POSITIVE,4659,,,,
 The staff were very welcoming and within five minutes of us being in our room we got a call to ask if we were happy with everything We got an early check in and late check out Really lovely details in the room Pool and Spa both outstanding Nothing to complain about at all and 5 minute walk to the 02 a real gem hidden out of site The Bar was fabulous and we got a window seat looking out across the river and city views Would stay here again would be a first choice ,POSITIVE,4660,,,,
 Room furnishings in superior twin are looking a little tired ,NEGATIVE,4661, Room furnishings in superior twin are looking a little tired ,room_size,0.4301581194906221,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Nothing,NEGATIVE,4662,,,,
 They really struggled when hotel was at full capacity,NEGATIVE,4663,,,,
 Great service,POSITIVE,4664,,,,
 Hated the speed of the wifi The Rv would just stop for no reason,NEGATIVE,4665,,,,
 The location simply can t be beat close to just about everything you want to see in London Very helpful staff,POSITIVE,4666,,,,
 Perfect location as I was taking my daughter for a birthday treat to the 02 Access to the Arena was easily accessible from the hotel which was fabulous Hotel was really comfortable the staff were extremely helpful especially Graham the doorman who greeted us on arrival and was there to say goodbye ,POSITIVE,4667,,,,
 Not as many better restaurants in the area compared to other areas of London I have stayed at,NEGATIVE,4668,,,,
 good location friendly staff comfy bed and also very clean,POSITIVE,4669,,,,
 The rooms was dreadful too hot and stuffy crammed with dreadful furniture that was ruined and a filthy stained carpet The late staff serving a very limited chips or garlic bread was so rude we were shocked ,NEGATIVE,4670, The rooms was dreadful too hot and stuffy crammed with dreadful furniture that was ruined and a filthy stained carpet The late staff serving a very limited chips or garlic bread was so rude we were shocked ,room_size,0.4280465825578526,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The staff were very helpful and friendly and nothing was too much trouble The breakfast was very good Loved the Theatre bar ,POSITIVE,4671,,,,
 the hotel didn t look very nice from the outside lack of ambiance breakfast was not worth the money,NEGATIVE,4672, the hotel didn t look very nice from the outside lack of ambiance breakfast was not worth the money,price_quality_ratio,0.44609002368498535,The perceived value of the hotel's services and facilities in relation to the price paid.
 Staff at the front desk were not very nice Smart attitude,NEGATIVE,4673, Staff at the front desk were not very nice Smart attitude,staff_friendliness,0.38491620086930795,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 We went to a concert at the O2 and last minute for ease decided to stay at the hotel We were running late for the start of the concert the staff could not have been more helpful in rushing is over and showing us the way to the O2 The hotel car park was a real bonus too The room was quiet clean and comfortable bed was very comfy Great shower Coffe machine in room was a bonus I will definitely stay again next time I visit the O2 Really recommend it It transformed our evening and enjoyment of it It really is just a 2 minute walk to the O2 ,POSITIVE,4674,,,,
 I didn t have breakfast,NEGATIVE,4675,,,,
 Nothing,NEGATIVE,4676,,,,
 Comfy and clean Decor modern,POSITIVE,4677,,,,
 Great Location ,POSITIVE,4678,,,,
 Bigger room,POSITIVE,4679,,,,
 The hotel and welcome reception was good,POSITIVE,4680,,,,
 The mattress and no parking,NEGATIVE,4681,,,,
 Bar closes early for a Saturday Room was very small and although it was on 1st floor wasn t possible to open window Maids are very noisy in the morning,NEGATIVE,4682,,,,
 Pool too small for size of hotel,NEGATIVE,4683, Pool too small for size of hotel,room_size,0.4138157077917727,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Nothing really We had a pleasant say ,NEGATIVE,4684,,,,
 Rather small but very convenient room at a great location in London,POSITIVE,4685,,,,
 Clean comfy and good locations,POSITIVE,4686,,,,
 Rooms very spacious breakfast superfuent,POSITIVE,4687,,,,
 Staff were wonderfully friendly ,POSITIVE,4688,,,,
 Nothing,NEGATIVE,4689,,,,
 This location is excellent for families and travel It was very easy to get on the Underground as well as walk right across Westminster Bridge and to all the sights The food was excellent The wait staff was very attentive both for breakfast and for dinner ,POSITIVE,4690,,,,
 Poor food badly decorated bathroom when rooms cleaned the tidied around rubbish instead of throwing away the blonde female who I assume was a manage was very sour faced and came across incredibly rude and impolite Staff didn t say hello when they saw you and guards on gate very inappropriate toward female guests as were workmen at the hotel Photos very deceiving And 1 channel in English and there were what I can only assume as semen stains on the grey bed sheets not worth the money we paid for it ,NEGATIVE,4691, Poor food badly decorated bathroom when rooms cleaned the tidied around rubbish instead of throwing away the blonde female who I assume was a manage was very sour faced and came across incredibly rude and impolite Staff didn t say hello when they saw you and guards on gate very inappropriate toward female guests as were workmen at the hotel Photos very deceiving And 1 channel in English and there were what I can only assume as semen stains on the grey bed sheets not worth the money we paid for it ,room_cleanliness,0.40317921245706684,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Room 1206 is very poor no natural light Room was very dark even with the lights on Towels not clean Bed linen was torn Tea coffee facilities in room very poor some days we had 4 tea bags on another we had 1 My bill which had my personal information on it was left outside the room anyone could have looked at it I did bring all of these problems to the attention of the hotel at checking out hopefully the feedback will be acted upon but I do very much doubt it ,NEGATIVE,4692, Room 1206 is very poor no natural light Room was very dark even with the lights on Towels not clean Bed linen was torn Tea coffee facilities in room very poor some days we had 4 tea bags on another we had 1 My bill which had my personal information on it was left outside the room anyone could have looked at it I did bring all of these problems to the attention of the hotel at checking out hopefully the feedback will be acted upon but I do very much doubt it ,room_cleanliness,0.40846273438340347,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Bedroom claustrophobic and bed too small for two adults ,NEGATIVE,4693, Bedroom claustrophobic and bed too small for two adults ,room_size,0.42105592606463643,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The bed was extra comfortable,POSITIVE,4694,,,,
 by no means a 4 star hotel in any way whatsover Maybe 2 stars no more Not even a kettle in room balcony and no seating Shower needs serious attention hotel is smelly mouldy dirty smell Barman downstairs takes 20 mins to tell u he cant make a toasted sandwich as he has no bread Barman is not efficient at all with service and drinka either,NEGATIVE,4695, by no means a 4 star hotel in any way whatsover Maybe 2 stars no more Not even a kettle in room balcony and no seating Shower needs serious attention hotel is smelly mouldy dirty smell Barman downstairs takes 20 mins to tell u he cant make a toasted sandwich as he has no bread Barman is not efficient at all with service and drinka either,staff_friendliness,0.4485927718252794,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Staff are extremely welcoming and professional Really made you think you d want to return in the future Fantastic location Covent Garden theatreland and Soho on the doorstep Excellent public transport links buses outside the dor tube five minutes walk ,POSITIVE,4696,,,,
 They need a machine for essentials such as toothpastes etc Also need more tea in rooms or biscuits and more comfort ,NEGATIVE,4697, They need a machine for essentials such as toothpastes etc Also need more tea in rooms or biscuits and more comfort ,technological_facilities,0.43339130069504933,"The availability and efficiency of technologies such as mobile apps, automatic check-in, and digital assistance."
 Quite pricey,POSITIVE,4698,,,,
 Lighting controls in the room,POSITIVE,4699,,,,
 rooms very small,NEGATIVE,4700, rooms very small,room_size,0.4129626956721029,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 night reception staff were unhelpful but i have stayed before and never had a problem,POSITIVE,4701,,,,
 Plug in sunk wouldn t open so couldn t use sink Reported it to staff at reception went out hadn t been fixed when we returned late that night Had to brush teeth in bath Was given discount ,NEGATIVE,4702,,,,
 I made online cancellation of breakfast order in September 2016 but no confirmation nor response got In October When I checked in the hotel and re instruct to cancel the coming breakfast order the staff advised that any cancellation or change might be through booking com So I immediately sent the request to booking com via email but still no response When I checked out I re confirm with the hotel that I could get refund for the breakfast charge When I returned to Hong Kong and contract with booking com she replied that no confirmation got from hotel The services is very poor I won t choose this hotel again,NEGATIVE,4703,,,,
 rooms need more lights,NEGATIVE,4704, rooms need more lights,room_size,0.4360459205319321,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Bedroom facilities excellent though looking a bit tired ,POSITIVE,4705,,,,
 Great location nicely decorated,POSITIVE,4706,,,,
 Room cleanness Location Bathroom style,POSITIVE,4707,,,,
 Location and cleanliness of the facilities were both excellent Good value,POSITIVE,4708,,,,
 Very nice furnished room Shower really nice Really clean Bar staff really nice and welcoming ,POSITIVE,4709,,,,
 The check in and check out process was painful the staff looked quite confused at almost everything we said and we had to speak to managers a few times to make sure that the rooms were settled correctly and check in and check out took a very long time ,NEGATIVE,4710, The check in and check out process was painful the staff looked quite confused at almost everything we said and we had to speak to managers a few times to make sure that the rooms were settled correctly and check in and check out took a very long time ,staff_friendliness,0.4190640312368419,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Strange decor It is made to look like an old classical hotel maybe 19th century with tassels and chintz etc but it is clearly a modern building in canary wharf Now that the decor is all getting a bit worn at the edges it just looks tired and old fashioned Most of the sockets in the room were old style round pin sockets so we had to share the only available normal socket for all of our chargers ,NEGATIVE,4711,,,,
 Parking at 25 overnight seemed very steep indeed After all the room prices are not cheap While breakfast in the hotel was expensive The Muffin Man tea shop nearby provided a more reasonably priced and aesthetically pleasing alternative ,POSITIVE,4712,,,,
 Bit of a wait for a table at breakfast ,NEGATIVE,4713,,,,
 Very nice hotel staff are a credit ,POSITIVE,4714,,,,
 Unapologetic Staff Misinformed Staff I think if I wouldn t have booked on this website perhaps we would have been treated a little better ,NEGATIVE,4715, Unapologetic Staff Misinformed Staff I think if I wouldn t have booked on this website perhaps we would have been treated a little better ,staff_friendliness,0.43632633460963954,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Air con did not work,NEGATIVE,4716,,,,
 Staff were really friendly breakfast was tasty We received a free upgrade to Club which was great ,POSITIVE,4717,,,,
 Made the trip because it was a really nice hotel,POSITIVE,4718,,,,
 Very friendly obliging staff All very helpful Good comfortable bed bathroom well stocked,POSITIVE,4719,,,,
 Everything,POSITIVE,4720,,,,
 No bath in room Long queue to check in,NEGATIVE,4721,,,,
 inside facing rooms are very dark and dull they look out onto the atrium Was offered an outward facing room for an increased charge but decided against it Get an outward facing room if you can just so some natural light gets into your room,NEGATIVE,4722,,,,
 Breakfast should be included with the price,POSITIVE,4723,,,,
 Breakfast,POSITIVE,4724,,,,
 The executive room was nice and spacious The bed was comfortable Despite being centrally located the room was quiet during the night ,POSITIVE,4725,,,,
 Location is fabulous Staff very helpful and friendly ,POSITIVE,4726,,,,
 Good staff and friendly,POSITIVE,4727,,,,
 Checking in could be slightly quicker but it wasn t a really long wait A selection of biscuits alongside the tea and coffee would have been welcomed ,NEGATIVE,4728,,,,
 Limited choice of drinks in room,NEGATIVE,4729, Limited choice of drinks in room,room_size,0.445947204602211,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The views were great ,POSITIVE,4730,,,,
 Waited 45 minutes for drinks to arrive to the room,NEGATIVE,4731,,,,
 The room especially the bed was a bit on the small side for the price but at the same time I can understand the price as its so close to all major attractions ,POSITIVE,4732,,,,
 Staff were very helpful and friendly made us very welcome,POSITIVE,4733,,,,
 Room not available on arrival at 8pm big mix up with rooms alloacated had to complain to the manager and as a result have also writte to the General Manager of the Metropole yesterday ,NEGATIVE,4734,,,,
 Good location,POSITIVE,4735,,,,
 Good location Easy to reach,POSITIVE,4736,,,,
 so close too West End and lovely walks on Southbank staff really friendly and helpful Breakfast very good ,POSITIVE,4737,,,,
 Location looks like a little bit out of city but you can ask reception the most convenient way to reach the city center You can use bus train or metro ,POSITIVE,4738,,,,
 Took my partner here Good sex all night,POSITIVE,4739,,,,
 very kind and helpful staff nice Spa area comfortable rooms and beds,POSITIVE,4740,,,,
 Great room view and comfortable luxury rooms ,POSITIVE,4741,,,,
 The sound of the DLR early morning and late at night Perhaps they should update the rolling stock ,NEGATIVE,4742,,,,
 Surprised most of the staff did not speak very good English ,NEGATIVE,4743, Surprised most of the staff did not speak very good English ,staff_friendliness,0.41394055962384635,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 No air conditioning in standard rooms be warned if visiting in hot weather Room a little on the small side,NEGATIVE,4744, No air conditioning in standard rooms be warned if visiting in hot weather Room a little on the small side,room_size,0.44526259861853673,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Helpful staff,POSITIVE,4745,,,,
 Pleasant staff god position excellent breakfast able to have something to eat at the bar at 1050pm,POSITIVE,4746,,,,
 Great room with all you could wish for fantastic breakfast great helpful staff,POSITIVE,4747,,,,
 Warm complimentary cookie upon arrival breakfast was fantastic rooms were spacious and clean The rooftop bar On the 12th floor is amazing also ,POSITIVE,4748,,,,
 Bathroom a bit small and sounded like someone else was using it when another room took a shower ,NEGATIVE,4749, Bathroom a bit small and sounded like someone else was using it when another room took a shower ,room_size,0.4050375767288891,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Nice firm mattress Room decor was okay Bathroom was modern ,POSITIVE,4750,,,,
 WIFI Mostly did not work in room spotty in lobby Otherwise stay was ok Would give housekeeping 8 out of 10,NEGATIVE,4751, WIFI Mostly did not work in room spotty in lobby Otherwise stay was ok Would give housekeeping 8 out of 10,room_size,0.40502945820258274,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The cooked breakfast should be included in the price To be told that it would cost more was disappointing ,NEGATIVE,4752,,,,
 The proximity to the station and tube The location The view from the Sky bar on level 12 was amazing Staff extremely helpful My daughter cheered up massively after her long journey when she was given the warm chocolate cookie on check in ,POSITIVE,4753,,,,
 the drinks prices the pillows,POSITIVE,4754,,,,
 Reception staff not very friendly at check in we were pushed into the basement for breakfast which for an expensive hotel was not really on ,NEGATIVE,4755, Reception staff not very friendly at check in we were pushed into the basement for breakfast which for an expensive hotel was not really on ,staff_friendliness,0.38995309755540514,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Wait too long to check in over 25 mins to loading the reserve no from computer and get confirm ,NEGATIVE,4756,,,,
 Looked stylish waa clean but needs a little refurbisging as couls see carpets getting old bathroom corners looking mankie bath plug dont work properly be nice to have a small fridge to put our drinks in,NEGATIVE,4757, Looked stylish waa clean but needs a little refurbisging as couls see carpets getting old bathroom corners looking mankie bath plug dont work properly be nice to have a small fridge to put our drinks in,room_cleanliness,0.4241277068436031,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 My pillow was a little too hard ,NEGATIVE,4758,,,,
 Paying a lot of money to stay but still having to queue for my meals because the hotel was busy,NEGATIVE,4759,,,,
 For me and my partner the bed was very firm and made our night sleep quite uncomfortable and sleepless However everybody has their own level of comfort ,NEGATIVE,4760,,,,
 The room was excellent and the staff were just so helpful and friendly,POSITIVE,4761,,,,
 The bed was very big and very comfy which made the stay comfortable The use of the swimming pool sauna and steam room for free was also very good ,POSITIVE,4762,,,,
 The room was tiny I am pretty sure they did not measure it accurately Always getting in each others way The bathroom was also a nook and not much hanging room ,NEGATIVE,4763, The room was tiny I am pretty sure they did not measure it accurately Always getting in each others way The bathroom was also a nook and not much hanging room ,room_size,0.3887194026306488,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Price of alcoholic drinks,NEGATIVE,4764,,,,
 Location bad Spent plenty of time for transport to town transport information not optimized ,NEGATIVE,4765, Location bad Spent plenty of time for transport to town transport information not optimized ,location_accessibility,0.42632800468800885,"The convenience of the hotel's location relative to popular attractions, transportation, and services."
 Studio room perfect for 3 sharing Great location helpful concierge service ,POSITIVE,4766,,,,
 Nothing,NEGATIVE,4767,,,,
 Helpful staff,POSITIVE,4768,,,,
 comfy bed lovely bathroom,POSITIVE,4769,,,,
 Warmer welcome would ve been better Appreciate 3 tired dirty but polite workmen walk in to reception may offend But think my money is as good as anyone elses Breakfast was poor especially grey bacon left in bains marie or combi too long Plaza opposite Westminster Bridge much better,NEGATIVE,4770, Warmer welcome would ve been better Appreciate 3 tired dirty but polite workmen walk in to reception may offend But think my money is as good as anyone elses Breakfast was poor especially grey bacon left in bains marie or combi too long Plaza opposite Westminster Bridge much better,staff_friendliness,0.4476291023223025,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Vieuw from the room location was perfect ,POSITIVE,4771,,,,
 The hotel was very clean comfortable and welcoming and good value ,POSITIVE,4772,,,,
 We easily got an additional heater,POSITIVE,4773,,,,
 The hotel was lovely it had unique artwork in the rooms and everything was to a high standard ,POSITIVE,4774,,,,
 Staff was friendly Gin bar was nice,POSITIVE,4775,,,,
 The room was nice I booked a studio although was expecting living room to be a bit bigger from the description but was very nice Night life in the hotel was great and staff are very welcoming always there when you need something,POSITIVE,4776,,,,
 Doubletree has to take a bit better care of the maintenance of the rooms In our room the cover cap of the shower valve fell off and the hook for the towels in the bathroom fell off as well And also the carpets are really not clean any longer ,NEGATIVE,4777, Doubletree has to take a bit better care of the maintenance of the rooms In our room the cover cap of the shower valve fell off and the hook for the towels in the bathroom fell off as well And also the carpets are really not clean any longer ,room_cleanliness,0.39708935039421095,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Comfortable room Nice reception area,POSITIVE,4778,,,,
 Room not ready on arrival too many security checks on entering bars etc especially involving the quizzing of my 16 year old son I accept security was required on the main doors but once inside the hotel as residents we should have been allowed to enjoy the facilities without being subject to continuous scrutiny ,NEGATIVE,4779, Room not ready on arrival too many security checks on entering bars etc especially involving the quizzing of my 16 year old son I accept security was required on the main doors but once inside the hotel as residents we should have been allowed to enjoy the facilities without being subject to continuous scrutiny ,room_size,0.44920506581933983,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The hotel is very stylish and big ,POSITIVE,4780,,,,
 Nothing to dislike,POSITIVE,4781,,,,
 Nothing,NEGATIVE,4782,,,,
 Great location and friendly helpful staff,POSITIVE,4783,,,,
 Location,POSITIVE,4784,,,,
 Noisy and extremely uncomfortable beds NEEDS IMMEDIATE REPLACEMENT,NEGATIVE,4785,,,,
 very modern use of a mobile phone provided free of charge,POSITIVE,4786,,,,
 Great hotel clean and lovely stuff Very good location and breakfast was delicious ,POSITIVE,4787,,,,
 The amount charged was different than what we booked at Booking com as the conversion rate calculated at the time of booking and at check out varied ,NEGATIVE,4788,,,,
 The view from our room was of the air vents on the roof but it wasn t too much of a problem ,POSITIVE,4789,,,,
 Beds were soft breakfast selection and variety was good,POSITIVE,4790,,,,
 Excellent location Rooms were pleasant and bed comfortable ,POSITIVE,4791,,,,
 location cleanliness facilities and very helpful manager with the problem my friend had,POSITIVE,4792,,,,
 Stayed in a standard room overall really small the width of the toilet area was terrible struggled with access Would only return if we booked a larger room One of the lifts out of order had a longer waiting period No receipt or invoice given on departure ,NEGATIVE,4793, Stayed in a standard room overall really small the width of the toilet area was terrible struggled with access Would only return if we booked a larger room One of the lifts out of order had a longer waiting period No receipt or invoice given on departure ,room_size,0.3928891291187018,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Staff were friendly efficient helpful,POSITIVE,4794,,,,
 on arrival we had to wait over an hour after the check in time for our room as it was not ready we were given a soft hot drink When we did finally get into our room whilst unpacking and getting refreshed to go out as we were by now running late another hotel guest managed to access our room with their allocated room card This was brought to the attention of the reception who blocked our card and were looking into how this happened ,NEGATIVE,4795, on arrival we had to wait over an hour after the check in time for our room as it was not ready we were given a soft hot drink When we did finally get into our room whilst unpacking and getting refreshed to go out as we were by now running late another hotel guest managed to access our room with their allocated room card This was brought to the attention of the reception who blocked our card and were looking into how this happened ,staff_friendliness,0.43373399249808153,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Impressive reception rooms and breakfast room Good choice of breakfast Comfortable bed ,POSITIVE,4796,,,,
 Very friendly helpful staff Very good location Room big comfortable and very clean Excellent breakfast ,POSITIVE,4797,,,,
 Having to be charged 50 for the mini bar,NEGATIVE,4798,,,,
 Easy access to Kensington high street and tube but still quiet,NEGATIVE,4799, Easy access to Kensington high street and tube but still quiet,location_accessibility,0.44499556924040984,"The convenience of the hotel's location relative to popular attractions, transportation, and services."
 I go to london every second weekend and stay at same hotel Hotel should give me discount as i am very regular,POSITIVE,4800,,,,
 The staff were extremely professional and made me feel very welcome ,POSITIVE,4801,,,,
 Very friendly helpful staff Very comfortable bed and pillows Very modern and high tech Spacious for a London hotel Lovely bathroom with a great shower ,POSITIVE,4802,,,,
 The position of Hotel right near the Thames and a short walk from Westminster,POSITIVE,4803,,,,
 Comfortable bed and really helpful staff the continental breakfast was a bonus,POSITIVE,4804,,,,
 all excellent,POSITIVE,4805,,,,
 Fantastic location for Wembley Arena and Wembley Stadium Also great shopping at the London Designer Outlet ,POSITIVE,4806,,,,
 Genuine desire by staff to anticipate and be proactive to our needs seems to be cultural Also the good humour in conversation from several staff Very modern facilities and good space provided in comparison to similar London hotels Good value breakfast ,POSITIVE,4807,,,,
 The location was brilliant close to train station and the tube and a good variety of pubs and restaurants close by,POSITIVE,4808,,,,
 Breakfast,POSITIVE,4809,,,,
 The Apple computer for a TV was trendy Worked fine once you figured how to control the volume from the keyboard ,NEGATIVE,4810,,,,
 When we checked in the hotel had kindly upgraded us to a bigger room The staff at check in were fantastic and very friendly The beds were also the comfiest I ve slept in ,POSITIVE,4811,,,,
 Buffet overlooking Thames a great way to start the day Location was quiet with easy access to transit ,POSITIVE,4812,,,,
 The retro feel the comfort and the price ,POSITIVE,4813,,,,
 The room was small and stuffy It did not meet our expectations from a Taj Hotel ,NEGATIVE,4814, The room was small and stuffy It did not meet our expectations from a Taj Hotel ,room_size,0.3795001625407723,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
